E,D,A,D,D,A,B,A,D,A,B,F
E,A,A,C,D,A,D,A,D,A,C,G
E,C,A,D,D,A,B,B,C,A,C,E
E,A,A,G,F,A,D,A,E,A,C,G
E,C,A,D,C,A,B,B,C,A,B,E
E,D,A,C,D,A,A,B,C,A,C,E
E,D,A,C,D,A,A,C,C,A,B,F
E,E,A,C,D,A,A,C,C,A,B,H
E,D,A,C,C,A,B,B,C,A,B,G
E,G,A,D,B,A,A,C,C,A,B,G
E,A,A,D,B,A,A,B,B,A,D,E
E,A,A,E,C,A,A,A,C,A,D,E
E,A,A,D,B,A,A,B,B,A,D,E
E,A,A,D,A,A,A,C,B,A,D,B
E,C,A,B,B,A,A,B,C,A,D,F
E,A,A,C,C,A,A,B,C,A,D,E
E,G,A,B,D,A,A,A,D,A,A,F
E,F,A,B,E,A,A,A,D,A,B,F
E,F,A,B,C,A,A,A,C,A,B,F
E,F,A,A,A,A,A,B,B,A,B,D
E,E,A,B,C,A,A,A,C,A,C,F
E,E,A,B,D,A,A,A,D,A,C,F
E,C,A,B,B,A,A,B,C,A,C,F
E,B,A,B,C,A,A,B,C,A,C,F
E,B,A,B,B,A,A,B,B,A,C,F
E,A,A,C,A,A,A,B,C,A,D,C
E,B,A,C,C,A,A,C,C,A,B,F
F,A,A,C,D,A,A,B,C,A,B,F
F,A,A,C,E,A,A,B,C,A,B,F
F,A,A,B,D,A,A,C,C,A,B,F
C,E,A,D,A,A,A,C,B,A,A,C
C,E,A,E,A,A,A,B,B,A,A,D
C,C,A,G,B,A,A,B,C,A,B,D
C,D,A,G,C,A,A,A,C,A,A,E
C,D,A,F,C,A,A,B,C,A,B,D
C,B,A,E,D,A,A,B,C,A,B,D
C,B,A,D,D,A,A,B,C,A,B,D
C,B,A,E,D,A,B,B,B,A,A,D
C,A,A,C,D,A,D,B,C,A,A,D
C,A,A,F,E,A,B,B,B,A,B,D
C,A,A,F,F,A,A,B,B,A,B,D
C,C,A,G,D,A,A,C,B,A,B,E
C,A,A,F,F,A,A,B,B,A,B,D
C,C,A,G,B,A,A,D,B,A,B,D
C,D,A,G,A,A,A,D,B,A,C,D
C,C,A,F,B,A,A,D,B,A,C,D
C,E,A,G,A,A,A,D,A,A,B,C
G,A,A,E,A,A,A,F,A,A,C,A
G,A,A,F,A,A,A,F,A,C,B,A
G,A,A,E,C,A,A,E,B,D,B,G
G,A,A,F,E,A,A,D,B,C,B,G
G,A,A,F,E,A,A,D,B,C,B,G
G,A,A,G,E,A,A,E,C,D,B,G
G,C,A,E,H,A,A,C,C,A,A,G
G,B,A,D,I,A,A,B,D,A,A,G
H,C,A,B,A,A,A,E,A,A,C,D
H,C,A,C,A,A,A,E,A,A,C,B
H,D,A,C,A,A,A,F,A,A,C,D
H,C,A,F,A,A,A,F,A,A,B,B
H,C,A,E,A,A,A,F,A,A,B,D
H,A,A,F,A,A,A,F,A,B,C,D
G,F,A,F,A,A,A,D,B,A,B,C
G,H,A,F,A,A,A,D,B,A,A,C
G,E,A,E,A,A,A,E,B,A,C,C
G,B,A,F,A,A,A,E,A,A,C,C
G,F,A,G,A,A,A,D,B,A,C,C
G,E,A,E,A,A,A,D,B,A,C,D
G,D,A,E,A,A,A,D,B,A,D,F
G,B,A,F,A,A,A,D,B,A,D,D
G,D,A,E,A,A,A,D,B,A,D,D
G,F,A,F,A,A,A,D,B,A,A,D
H,D,A,D,A,A,A,D,B,A,B,D
H,C,A,A,A,A,A,D,B,A,C,F
H,C,A,D,A,A,A,D,B,A,C,D
H,D,A,C,A,A,A,D,B,A,A,C
H,A,A,D,A,A,A,D,A,A,D,C
H,A,A,D,A,A,A,D,A,A,C,B
H,F,A,E,A,A,A,C,B,A,C,C
H,G,A,E,A,A,A,C,B,A,B,C
H,G,A,E,A,A,A,D,B,A,B,C
H,G,A,E,A,A,A,D,A,A,B,C
H,D,A,D,A,A,A,D,B,A,C,C
H,E,A,E,A,A,A,D,B,A,B,C
H,D,A,D,A,A,A,D,B,A,C,C
H,D,A,C,A,A,A,D,B,A,C,C
H,E,A,C,A,A,A,D,B,A,C,C
H,F,A,C,A,A,A,C,B,A,B,C
H,D,A,C,A,A,A,E,A,D,B,B
H,E,A,C,A,A,A,D,A,B,A,B
H,B,A,E,A,A,A,E,A,F,B,B
H,B,A,C,A,A,A,E,A,F,B,B
H,A,A,B,A,A,A,E,A,E,B,B
H,D,A,D,A,A,A,D,B,E,B,C
H,H,A,H,A,A,A,C,B,A,B,C
H,B,A,C,A,A,A,E,A,A,C,B
H,A,A,D,A,A,A,E,A,A,C,B
H,C,A,D,A,A,A,E,A,A,C,B
H,C,A,D,A,A,A,D,B,A,D,C
H,B,A,C,A,A,A,D,A,C,C,C
H,C,A,B,A,A,A,D,B,A,D,B
H,C,A,B,A,A,A,D,B,A,D,B
H,A,A,C,A,A,A,E,A,F,C,C
H,A,A,F,A,A,A,D,B,A,D,C
H,A,A,D,A,A,A,E,A,G,B,A
H,A,A,E,A,A,A,F,A,G,B,A
H,A,A,E,A,A,A,F,A,G,B,A
H,A,A,F,A,A,A,F,A,F,B,A
H,C,A,D,A,A,A,B,C,A,D,C
H,D,A,G,A,A,A,A,C,A,E,C
H,C,A,D,A,A,A,C,A,A,C,C
H,B,A,F,A,A,A,D,A,B,C,B
H,C,A,D,A,A,A,D,A,A,C,C
H,D,A,G,A,A,A,C,B,A,B,E
H,F,A,G,B,A,A,B,C,A,A,G
H,F,A,H,B,A,A,C,C,A,A,D
H,F,A,F,A,A,A,C,B,A,A,B
E,B,A,F,A,A,A,D,A,A,D,C
E,A,A,E,A,A,A,E,A,A,D,B
E,A,A,F,A,A,A,F,A,A,C,B
E,F,A,G,A,A,A,C,B,A,D,C
E,H,A,G,A,A,A,C,B,A,D,D
E,D,A,F,A,A,B,C,C,A,C,F
E,H,A,H,A,A,D,B,C,A,A,F
E,B,A,F,A,G,B,C,B,A,D,F
E,A,A,G,A,A,A,C,B,A,E,C
E,D,A,G,A,A,A,C,B,A,E,D
E,A,A,F,A,A,A,C,B,A,E,C
E,D,A,G,A,A,A,C,B,A,E,D
E,F,A,H,A,A,A,C,B,A,D,E
E,B,A,G,A,A,D,C,B,A,E,D
E,A,A,G,B,A,A,C,B,A,E,C
E,F,A,G,A,A,A,B,C,A,D,G
E,E,A,H,A,A,A,B,C,A,C,F
E,C,A,F,A,A,A,D,B,B,B,C
E,B,A,F,A,A,A,F,A,E,B,B
E,D,A,E,A,A,A,D,B,A,C,C
E,E,A,E,A,A,A,C,B,A,C,D
E,C,A,E,A,A,A,E,A,D,B,C
E,A,A,D,A,A,A,F,A,E,B,A
E,C,A,E,A,A,A,D,B,A,C,C
E,B,A,E,A,A,A,E,A,D,C,C
E,A,A,D,A,A,A,F,A,E,B,B
E,B,A,E,A,A,A,D,B,A,D,C
E,B,A,F,A,A,A,C,B,A,E,C
E,A,A,E,A,A,A,D,B,A,D,C
E,A,A,D,A,A,A,C,B,A,F,C
E,A,A,D,A,A,A,C,B,A,E,B
E,A,A,C,A,A,A,B,B,A,E,B
E,A,A,E,A,A,A,D,A,B,C,C
E,A,A,D,A,A,A,E,A,C,B,A
E,B,A,F,B,A,A,B,B,A,E,C
E,D,A,F,B,A,A,C,B,A,D,D
E,E,A,F,C,A,A,C,B,A,C,D
E,A,A,F,F,A,A,C,B,A,C,C
E,A,A,E,A,A,A,B,B,A,F,C
E,A,A,E,A,A,A,A,C,A,G,C
E,B,A,F,B,A,A,C,B,A,E,D
E,A,A,E,A,A,A,C,B,A,E,D
E,A,A,E,A,A,A,D,B,C,D,C
E,B,A,E,A,A,A,C,B,A,E,D
E,B,A,D,A,A,A,C,B,A,E,D
E,C,A,E,B,A,A,C,B,A,C,C
F,A,A,E,A,A,A,D,A,A,D,C
F,A,A,F,A,A,A,C,B,A,E,B
F,A,A,E,A,A,A,E,A,C,C,B
F,A,A,F,A,A,A,D,B,A,E,B
F,A,A,E,A,A,A,F,A,E,B,A
F,A,A,E,A,A,A,F,A,E,B,A
F,E,A,E,A,A,A,D,A,A,B,C
F,D,A,E,A,A,A,D,A,A,B,C
F,D,A,E,A,A,A,D,A,A,B,C
H,B,A,F,A,A,A,E,A,A,D,C
H,A,A,F,A,A,A,E,A,A,D,B
H,A,A,G,F,A,A,D,D,C,C,I
H,A,A,G,G,A,A,D,D,C,B,H
H,A,A,F,A,A,A,F,A,C,B,B
H,A,A,F,A,A,A,G,A,C,B,A
H,B,A,D,A,A,A,F,A,B,B,C
H,B,A,D,B,A,A,E,A,B,C,C
H,B,A,D,A,A,A,E,A,C,B,B
H,C,A,F,B,A,A,C,B,A,C,D
H,D,A,E,B,A,A,C,B,A,C,D
G,D,A,F,B,A,A,B,B,A,C,E
G,C,A,D,B,A,A,A,C,A,D,E
